Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST-01854,65,5,73896.35125,4,4,4,444,12,Champions
CUST-01855,34,2,43303.74125000001,5,3,4,534,12,Loyal Customers
CUST-01856,633,5,49892.85125000001,1,4,4,144,9,At Risk
CUST-01859,419,3,45485.39125,2,4,4,244,10,At Risk
CUST-01861,723,1,11974.08,1,2,2,122,5,Lost Customers
CUST-01862,729,2,3650.31,1,3,1,131,5,Needs Attention
CUST-01863,113,3,22390.739999999998,4,4,3,443,11,Loyal Customers
CUST-01865,68,3,8618.41,4,4,2,442,10,Needs Attention
CUST-01869,41,5,51547.58,5,4,4,544,13,Champions
CUST-01870,362,9,68206.19,2,5,4,254,11,At Risk
CUST-01871,187,3,27375.850000000002,3,4,3,343,10,Loyal Customers
CUST-01873,16,24,253152.92250000002,5,5,5,555,15,Champions
CUST-01874,265,1,8879.81,3,2,2,322,7,Needs Attention
CUST-01875,683,1,4866.19,1,2,1,121,4,Lost Customers
CUST-01876,343,2,4187.28,3,3,1,331,7,Needs Attention
CUST-01878,78,2,4303.65,4,3,1,431,8,Needs Attention
CUST-01879,56,1,27647.17,4,2,3,423,9,Potential Loyalists
CUST-01880,324,8,161827.32125,3,5,5,355,13,Loyal Customers
CUST-01881,872,1,12534.84,1,2,2,122,5,Lost Customers
CUST-01886,493,1,10862.85,2,2,2,222,6,Lost Customers
CUST-01887,309,3,42305.22,3,4,4,344,11,Loyal Customers
CUST-01888,37,4,37905.44,5,4,3,543,12,Loyal Customers
CUST-01889,292,2,56504.731250000004,3,3,4,334,10,Loyal Customers
CUST-01890,240,1,8679.44,3,2,2,322,7,Needs Attention
CUST-01891,10,2,8384.77,5,3,2,532,10,Needs Attention
CUST-01893,515,1,21003.85,2,2,3,223,7,Needs Attention
CUST-01894,94,5,40596.369999999995,4,4,3,443,11,Loyal Customers
CUST-01895,199,1,1365.6,3,2,1,321,6,Needs Attention
CUST-01897,1085,1,1807.0,1,2,1,121,4,Lost Customers
CUST-01898,5,11,60714.16,5,5,4,554,14,Champions
CUST-01899,188,8,144799.47,3,5,5,355,13,Loyal Customers
CUST-01900,529,3,20208.14,2,4,3,243,9,At Risk
CUST-01902,816,1,41346.911250000005,1,2,4,124,7,Needs Attention
CUST-01903,13,1,2075.46,5,2,1,521,8,Potential Loyalists
CUST-01906,132,3,46391.44125,4,4,4,444,12,Champions
CUST-01907,633,1,28920.19,1,2,3,123,6,Needs Attention
CUST-01908,76,6,59229.04,4,5,4,454,13,Champions
CUST-01909,426,3,50973.24125000001,2,4,4,244,10,At Risk
CUST-01910,337,1,20875.29,3,2,3,323,8,Needs Attention
CUST-01912,239,1,2251.67,3,2,1,321,6,Needs Attention
CUST-01913,687,4,76998.38125,1,4,5,145,10,At Risk
CUST-01916,405,3,42449.619999999995,2,4,4,244,10,At Risk
CUST-01917,498,2,17288.739999999998,2,3,3,233,8,At Risk
CUST-01918,110,8,84926.96125000001,4,5,5,455,14,Champions
CUST-01919,412,1,39200.4,2,2,3,223,7,Needs Attention
CUST-01921,66,3,27375.94,4,4,3,443,11,Loyal Customers
CUST-01922,420,2,51359.79125,2,3,4,234,9,At Risk
CUST-01923,315,6,102627.14125,3,5,5,355,13,Loyal Customers
CUST-01924,628,1,1303.72,1,2,1,121,4,Lost Customers
CUST-01925,23,3,31095.5,5,4,3,543,12,Loyal Customers
CUST-01926,214,9,138698.5325,3,5,5,355,13,Loyal Customers
CUST-01927,7,3,62415.981250000004,5,4,4,544,13,Champions
CUST-01931,870,1,20378.25,1,2,3,123,6,Needs Attention
CUST-01932,705,1,28831.9,1,2,3,123,6,Needs Attention
CUST-01934,821,1,535.8,1,2,1,121,4,Lost Customers
CUST-01936,816,1,28312.5,1,2,3,123,6,Needs Attention
CUST-01939,57,3,9506.92,4,4,2,442,10,Needs Attention
CUST-01940,502,2,10658.08,2,3,2,232,7,Needs Attention
CUST-01941,254,13,181046.77250000002,3,5,5,355,13,Loyal Customers
CUST-01942,394,2,6695.8099999999995,2,3,2,232,7,Needs Attention
CUST-01947,998,1,7413.52,1,2,2,122,5,Lost Customers
CUST-01953,78,4,17745.72,4,4,3,443,11,Loyal Customers
CUST-01954,172,2,14075.939999999999,3,3,2,332,8,Needs Attention
CUST-01955,648,1,1049.54,1,2,1,121,4,Lost Customers
CUST-01956,800,1,41346.911250000005,1,2,4,124,7,Needs Attention
CUST-01958,31,4,19094.95,5,4,3,543,12,Loyal Customers
CUST-01959,75,7,71820.96125000001,4,5,4,454,13,Champions
CUST-01960,315,4,93708.97125,3,4,5,345,12,Loyal Customers
CUST-01962,119,7,42610.8,4,5,4,454,13,Champions
CUST-01963,810,2,30342.4,1,3,3,133,7,At Risk
CUST-01966,251,2,9714.35,3,3,2,332,8,Needs Attention
CUST-01967,648,1,41346.911250000005,1,2,4,124,7,Needs Attention
CUST-01968,49,3,21142.24,4,4,3,443,11,Loyal Customers
CUST-01970,37,1,23319.94,5,2,3,523,10,Potential Loyalists
CUST-01972,50,4,27198.510000000002,4,4,3,443,11,Loyal Customers
CUST-01973,31,1,22335.33,5,2,3,523,10,Potential Loyalists
CUST-01974,19,4,84833.85125,5,4,5,545,14,Champions
CUST-01977,417,5,110587.08250000002,2,4,5,245,11,At Risk
CUST-01978,89,3,33424.659999999996,4,4,3,443,11,Loyal Customers
CUST-01980,5,54,704502.02875,5,5,5,555,15,Champions
CUST-01981,77,6,60467.22,4,5,4,454,13,Champions
CUST-01982,492,1,3079.82,2,2,1,221,5,Lost Customers
CUST-01983,307,4,125713.56375000002,3,4,5,345,12,Loyal Customers
CUST-01986,948,1,957.76,1,2,1,121,4,Lost Customers
CUST-01987,871,1,1622.87,1,2,1,121,4,Lost Customers
CUST-01990,1,53,635164.5475,5,5,5,555,15,Champions
CUST-01991,35,2,5500.12,5,3,2,532,10,Needs Attention
CUST-01992,797,1,6306.57,1,2,2,122,5,Lost Customers
CUST-01994,382,3,11388.78,2,4,2,242,8,Needs Attention
CUST-01995,2,485,5654584.452500001,5,5,5,555,15,Champions
CUST-01997,311,1,427.93,3,2,1,321,6,Needs Attention
CUST-01998,24,44,446770.0825,5,5,5,555,15,Champions
CUST-01999,130,4,53330.60125,4,4,4,444,12,Champions
CUST-02001,21,3,50858.051250000004,5,4,4,544,13,Champions
CUST-02002,351,2,8265.98,3,3,2,332,8,Needs Attention
CUST-02003,226,2,71352.27125,3,3,4,334,10,Loyal Customers
CUST-02004,15,3,48029.381250000006,5,4,4,544,13,Champions
CUST-02005,40,17,192002.24125000002,5,5,5,555,15,Champions
CUST-02006,40,6,71273.19,5,5,4,554,14,Champions
CUST-02008,81,8,185743.105,4,5,5,455,14,Champions
CUST-02009,797,1,529.01,1,2,1,121,4,Lost Customers
CUST-02010,1037,1,41346.911250000005,1,2,4,124,7,Needs Attention
CUST-02012,433,1,30332.57,2,2,3,223,7,Needs Attention
CUST-02013,632,1,802.72,1,2,1,121,4,Lost Customers
CUST-02014,433,2,11684.43,2,3,2,232,7,Needs Attention
CUST-02015,14,18,168003.65,5,5,5,555,15,Champions
CUST-02017,751,1,2079.83,1,2,1,121,4,Lost Customers
CUST-02018,9,2,7093.79,5,3,2,532,10,Needs Attention
CUST-02019,51,8,89563.78125,4,5,5,455,14,Champions
CUST-02020,17,16,246148.70375000002,5,5,5,555,15,Champions
CUST-02021,15,3,44964.21125000001,5,4,4,544,13,Champions
CUST-02024,263,1,6805.09,3,2,2,322,7,Needs Attention
CUST-02026,147,1,1428.8,3,2,1,321,6,Needs Attention
CUST-02027,17,10,264294.365,5,5,5,555,15,Champions
CUST-02028,45,2,46241.561250000006,4,3,4,434,11,Loyal Customers
CUST-02033,405,2,34735.369999999995,2,3,3,233,8,At Risk
CUST-02034,17,1,4769.0,5,2,1,521,8,Potential Loyalists
CUST-02036,499,3,44107.86,2,4,4,244,10,At Risk
CUST-02037,70,5,54203.979999999996,4,4,4,444,12,Champions
CUST-02038,10,5,15105.35,5,4,2,542,11,Needs Attention
CUST-02040,38,7,120621.17125000001,5,5,5,555,15,Champions
CUST-02043,261,1,17325.31,3,2,3,323,8,Needs Attention
CUST-02044,15,6,114140.63125,5,5,5,555,15,Champions
CUST-02049,408,1,2426.02,2,2,1,221,5,Lost Customers
CUST-02050,6,98,1202015.5675000001,5,5,5,555,15,Champions
CUST-02051,60,5,88568.79250000001,4,4,5,445,13,Champions
CUST-02052,432,1,30134.83,2,2,3,223,7,Needs Attention
CUST-02053,66,27,312066.04125,4,5,5,455,14,Champions
CUST-02056,754,1,41346.911250000005,1,2,4,124,7,Needs Attention
CUST-02057,801,1,2751.01,1,2,1,121,4,Lost Customers
CUST-02059,627,1,41346.911250000005,1,2,4,124,7,Needs Attention
CUST-02060,615,2,4611.28,2,3,1,231,6,Needs Attention
CUST-02061,201,7,75948.87125,3,5,5,355,13,Loyal Customers
CUST-02063,11,4,37883.130000000005,5,4,3,543,12,Loyal Customers
CUST-02065,354,1,1128.74,3,2,1,321,6,Needs Attention
CUST-02067,435,2,43696.561250000006,2,3,4,234,9,At Risk
CUST-02069,54,34,319592.36375,4,5,5,455,14,Champions
CUST-02070,118,4,87079.53250000002,4,4,5,445,13,Champions
CUST-02071,14,6,96445.36125,5,5,5,555,15,Champions
CUST-02072,454,2,3326.66,2,3,1,231,6,Needs Attention
CUST-02074,38,1,1626.58,5,2,1,521,8,Potential Loyalists
CUST-02077,707,2,29648.94,1,3,3,133,7,At Risk
CUST-02078,67,13,195555.17125,4,5,5,455,14,Champions
CUST-02079,450,1,19791.28,2,2,3,223,7,Needs Attention
CUST-02080,337,1,1336.25,3,2,1,321,6,Needs Attention
CUST-02082,504,2,40034.270000000004,2,3,3,233,8,At Risk
CUST-02083,23,3,26528.64,5,4,3,543,12,Loyal Customers
CUST-02085,851,1,10175.13,1,2,2,122,5,Lost Customers
CUST-02086,1,223,2876629.68,5,5,5,555,15,Champions
CUST-02087,517,3,28163.320000000003,2,4,3,243,9,At Risk
CUST-02088,6,4,14354.109999999999,5,4,2,542,11,Needs Attention
CUST-02089,28,6,166572.63375,5,5,5,555,15,Champions
CUST-02090,173,4,49180.811250000006,3,4,4,344,11,Loyal Customers
CUST-02091,5,9,110822.92,5,5,5,555,15,Champions
CUST-02092,1083,1,5286.64,1,2,2,122,5,Lost Customers
CUST-02093,144,1,5390.32,3,2,2,322,7,Needs Attention
CUST-02094,58,7,43369.509999999995,4,5,4,454,13,Champions
CUST-02095,57,5,127133.06125,4,4,5,445,13,Champions
CUST-02097,33,15,217472.1825,5,5,5,555,15,Champions
CUST-02098,29,5,105984.79250000001,5,4,5,545,14,Champions
CUST-02099,323,1,13621.38,3,2,2,322,7,Needs Attention
CUST-02100,508,1,2744.71,2,2,1,221,5,Lost Customers
CUST-02101,357,1,969.9,2,2,1,221,5,Lost Customers
CUST-02103,124,6,70067.32125000001,4,5,4,454,13,Champions
CUST-02104,429,2,6097.16,2,3,2,232,7,Needs Attention
CUST-02105,324,2,8705.93,3,3,2,332,8,Needs Attention
CUST-02106,589,1,327.78,2,2,1,221,5,Lost Customers
CUST-02107,945,1,599.52,1,2,1,121,4,Lost Customers
CUST-02110,2,3,30031.97,5,4,3,543,12,Loyal Customers
CUST-02111,469,2,11380.43,2,3,2,232,7,Needs Attention
CUST-02113,557,1,429.99,2,2,1,221,5,Lost Customers
CUST-02114,3,54,529783.97375,5,5,5,555,15,Champions
CUST-02117,1092,1,8720.29,1,2,2,122,5,Lost Customers
CUST-02118,218,1,3260.81,3,2,1,321,6,Needs Attention
CUST-02120,569,1,5412.49,2,2,2,222,6,Lost Customers
CUST-02123,786,1,1990.35,1,2,1,121,4,Lost Customers
CUST-02124,373,3,63585.25125,2,4,4,244,10,At Risk
CUST-02126,373,2,19966.420000000002,2,3,3,233,8,At Risk
CUST-02127,159,6,60203.19125,3,5,4,354,12,Loyal Customers
CUST-02128,6,3,15410.31,5,4,2,542,11,Needs Attention
CUST-02129,397,2,28072.12,2,3,3,233,8,At Risk
CUST-02131,227,4,39058.1,3,4,3,343,10,Loyal Customers
CUST-02132,188,1,37415.94,3,2,3,323,8,Needs Attention
CUST-02133,5,1,41346.911250000005,5,2,4,524,11,Potential Loyalists
CUST-02134,417,1,3225.59,2,2,1,221,5,Lost Customers
CUST-02135,1047,1,3615.61,1,2,1,121,4,Lost Customers
CUST-02139,37,10,84477.52125,5,5,5,555,15,Champions
CUST-02141,938,1,8246.43,1,2,2,122,5,Lost Customers
CUST-02143,9,6,94471.89,5,5,5,555,15,Champions
CUST-02144,34,6,21395.18,5,5,3,553,13,Loyal Customers
CUST-02147,717,2,25296.61,1,3,3,133,7,At Risk
CUST-02149,48,21,275523.455,4,5,5,455,14,Champions
CUST-02150,43,14,131547.53125,4,5,5,455,14,Champions
CUST-02152,729,1,4002.61,1,2,1,121,4,Lost Customers
CUST-02153,354,5,106892.4725,3,4,5,345,12,Loyal Customers
CUST-02154,66,6,150752.48375,4,5,5,455,14,Champions
CUST-02155,48,4,54345.67,4,4,4,444,12,Champions
CUST-02156,132,7,55899.53,4,5,4,454,13,Champions
CUST-02158,52,28,183443.99,4,5,5,455,14,Champions
CUST-02159,49,2,44082.35125000001,4,3,4,434,11,Loyal Customers
CUST-02162,479,8,85891.56999999999,2,5,5,255,12,At Risk
CUST-02163,56,1,7741.9,4,2,2,422,8,Potential Loyalists
CUST-02164,416,4,42916.68,2,4,4,244,10,At Risk
CUST-02165,323,4,47329.65,3,4,4,344,11,Loyal Customers
CUST-02166,19,3,66847.41125,5,4,4,544,13,Champions
CUST-02167,583,1,645.33,2,2,1,221,5,Lost Customers
CUST-02169,85,14,157541.91125,4,5,5,455,14,Champions
CUST-02170,638,1,3429.69,1,2,1,121,4,Lost Customers
CUST-02172,333,4,45802.69,3,4,4,344,11,Loyal Customers
CUST-02173,4,2,5384.33,5,3,2,532,10,Needs Attention
CUST-02174,543,2,10986.43,2,3,2,232,7,Needs Attention
CUST-02175,385,4,31130.81,2,4,3,243,9,At Risk
CUST-02176,27,6,137481.9525,5,5,5,555,15,Champions
CUST-02178,35,2,14835.57,5,3,2,532,10,Needs Attention
CUST-02179,346,1,1635.77,3,2,1,321,6,Needs Attention
CUST-02180,54,1,6087.34,4,2,2,422,8,Potential Loyalists
CUST-02181,6,12,215225.2025,5,5,5,555,15,Champions
CUST-02182,403,2,25284.309999999998,2,3,3,233,8,At Risk
CUST-02183,826,1,4227.98,1,2,1,121,4,Lost Customers
CUST-02184,770,2,5078.93,1,3,2,132,6,Needs Attention
CUST-02185,119,1,12622.54,4,2,2,422,8,Potential Loyalists
CUST-02186,32,11,31383.95,5,5,3,553,13,Loyal Customers
CUST-02188,413,1,4028.08,2,2,1,221,5,Lost Customers
CUST-02189,444,1,34652.45,2,2,3,223,7,Needs Attention
CUST-02190,768,4,103604.11125,1,4,5,145,10,At Risk
CUST-02192,274,1,3862.21,3,2,1,321,6,Needs Attention
CUST-02194,509,4,23930.31,2,4,3,243,9,At Risk
CUST-02195,819,1,6755.64,1,2,2,122,5,Lost Customers
CUST-02196,345,1,36826.28,3,2,3,323,8,Needs Attention
CUST-02197,5,10,108736.27125,5,5,5,555,15,Champions
CUST-02198,503,1,5144.31,2,2,2,222,6,Lost Customers
CUST-02201,335,18,271843.715,3,5,5,355,13,Loyal Customers
CUST-02202,9,8,64665.670000000006,5,5,4,554,14,Champions
CUST-02203,42,14,76716.84,4,5,5,455,14,Champions
CUST-02204,388,1,3750.79,2,2,1,221,5,Lost Customers
CUST-02205,8,23,296305.69125000003,5,5,5,555,15,Champions
CUST-02206,780,1,1699.67,1,2,1,121,4,Lost Customers
CUST-02207,477,1,21618.84,2,2,3,223,7,Needs Attention
CUST-02208,499,1,1181.78,2,2,1,221,5,Lost Customers
CUST-02209,979,1,5320.18,1,2,2,122,5,Lost Customers
CUST-02210,15,1,2501.87,5,2,1,521,8,Potential Loyalists
CUST-02211,316,12,86008.11,3,5,5,355,13,Loyal Customers
CUST-02212,344,2,39831.79,3,3,3,333,9,Loyal Customers
CUST-02213,54,5,91472.58125,4,4,5,445,13,Champions
CUST-02214,303,3,54934.61,3,4,4,344,11,Loyal Customers
CUST-02216,152,1,299.1,3,2,1,321,6,Needs Attention
CUST-02218,12,1,12257.83,5,2,2,522,9,Potential Loyalists
CUST-02220,192,3,45621.63999999999,3,4,4,344,11,Loyal Customers
CUST-02221,21,13,179848.83375000002,5,5,5,555,15,Champions
CUST-02223,21,2,21801.22,5,3,3,533,11,Loyal Customers
CUST-02224,207,2,57912.97125,3,3,4,334,10,Loyal Customers
CUST-02225,500,3,24291.690000000002,2,4,3,243,9,At Risk
CUST-02226,73,1,3514.8,4,2,1,421,7,Potential Loyalists
CUST-02227,793,1,1977.2,1,2,1,121,4,Lost Customers
CUST-02229,337,5,47896.3,3,4,4,344,11,Loyal Customers
CUST-02230,504,1,30268.47,2,2,3,223,7,Needs Attention
CUST-02232,122,4,21243.870000000003,4,4,3,443,11,Loyal Customers
CUST-02237,29,2,10086.35,5,3,2,532,10,Needs Attention
CUST-02238,293,1,2149.05,3,2,1,321,6,Needs Attention
CUST-02240,20,2,12934.86,5,3,2,532,10,Needs Attention
CUST-02241,51,1,5736.79,4,2,2,422,8,Potential Loyalists
CUST-02242,203,6,47434.69,3,5,4,354,12,Loyal Customers
CUST-02243,284,1,3483.64,3,2,1,321,6,Needs Attention
CUST-02245,84,10,114418.33,4,5,5,455,14,Champions
CUST-02246,37,7,60147.76125000001,5,5,4,554,14,Champions
CUST-02247,364,1,9625.53,2,2,2,222,6,Lost Customers
CUST-02248,257,8,24953.5,3,5,3,353,11,Loyal Customers
CUST-02249,118,8,63407.7,4,5,4,454,13,Champions
CUST-02250,73,2,22662.019999999997,4,3,3,433,10,Loyal Customers
CUST-02251,37,6,31746.86,5,5,3,553,13,Loyal Customers
CUST-02252,10,160,1867760.7125000001,5,5,5,555,15,Champions
CUST-02254,246,7,62719.77,3,5,4,354,12,Loyal Customers
CUST-02256,144,6,61054.36,3,5,4,354,12,Loyal Customers
CUST-02258,112,4,87931.47250000002,4,4,5,445,13,Champions
CUST-02261,327,2,21867.18,3,3,3,333,9,Loyal Customers
CUST-02262,366,1,640.37,2,2,1,221,5,Lost Customers
CUST-02263,57,9,61263.04125,4,5,4,454,13,Champions
CUST-02264,409,2,44175.92125000001,2,3,4,234,9,At Risk
CUST-02265,325,1,32512.17,3,2,3,323,8,Needs Attention
CUST-02268,443,3,35228.71,2,4,3,243,9,At Risk
CUST-02269,507,1,5416.76,2,2,2,222,6,Lost Customers
CUST-02270,617,1,1276.18,2,2,1,221,5,Lost Customers
CUST-02271,808,1,41346.911250000005,1,2,4,124,7,Needs Attention
CUST-02272,201,1,2204.96,3,2,1,321,6,Needs Attention
CUST-02273,740,3,12231.46,1,4,2,142,7,Needs Attention
CUST-02274,379,1,4615.56,2,2,1,221,5,Lost Customers
CUST-02276,86,1,1027.31,4,2,1,421,7,Potential Loyalists
CUST-02278,721,1,41346.911250000005,1,2,4,124,7,Needs Attention
CUST-02279,95,4,90581.18125000001,4,4,5,445,13,Champions
CUST-02280,714,2,42091.26125,1,3,4,134,8,At Risk
CUST-02281,14,45,576356.83625,5,5,5,555,15,Champions
CUST-02282,326,2,18378.82,3,3,3,333,9,Loyal Customers
CUST-02283,26,1,3555.44,5,2,1,521,8,Potential Loyalists
CUST-02284,7,62,643483.39875,5,5,5,555,15,Champions
CUST-02285,571,1,3421.12,2,2,1,221,5,Lost Customers
CUST-02287,85,1,29594.86,4,2,3,423,9,Potential Loyalists
CUST-02288,12,2,7121.73,5,3,2,532,10,Needs Attention
CUST-02289,436,1,9109.61,2,2,2,222,6,Lost Customers
CUST-02291,61,10,163573.61375000002,4,5,5,455,14,Champions
CUST-02293,51,3,15357.36,4,4,2,442,10,Needs Attention
CUST-02294,79,5,68717.11125,4,4,4,444,12,Champions
CUST-02295,58,1,495.21,4,2,1,421,7,Potential Loyalists
CUST-02296,98,2,4321.97,4,3,1,431,8,Needs Attention
CUST-02297,885,1,16445.12,1,2,2,122,5,Lost Customers
CUST-02298,276,8,104652.72250000002,3,5,5,355,13,Loyal Customers
CUST-02299,775,1,14918.89,1,2,2,122,5,Lost Customers
CUST-02300,40,4,48723.271250000005,5,4,4,544,13,Champions
CUST-02301,363,1,2520.17,2,2,1,221,5,Lost Customers
CUST-02303,450,1,1783.52,2,2,1,221,5,Lost Customers
CUST-02304,385,3,30299.72,2,4,3,243,9,At Risk
CUST-02305,270,1,5206.43,3,2,2,322,7,Needs Attention
CUST-02306,79,3,15280.18,4,4,2,442,10,Needs Attention
CUST-02307,384,2,35949.15,2,3,3,233,8,At Risk
CUST-02309,799,1,2660.09,1,2,1,121,4,Lost Customers
CUST-02310,703,1,409.7,1,2,1,121,4,Lost Customers
CUST-02311,14,217,2856395.75375,5,5,5,555,15,Champions
CUST-02312,346,3,26657.91,3,4,3,343,10,Loyal Customers
CUST-02313,1095,1,10064.12,1,2,2,122,5,Lost Customers
CUST-02314,373,2,3905.1900000000005,2,3,1,231,6,Needs Attention
CUST-02316,79,7,138304.84125,4,5,5,455,14,Champions
CUST-02317,366,6,56162.731250000004,2,5,4,254,11,At Risk
CUST-02318,87,2,55603.94125,4,3,4,434,11,Loyal Customers
CUST-02319,745,2,26422.07,1,3,3,133,7,At Risk
CUST-02321,34,3,38404.99,5,4,3,543,12,Loyal Customers
CUST-02322,23,7,50440.8,5,5,4,554,14,Champions
CUST-02323,365,2,40158.42,2,3,3,233,8,At Risk
CUST-02325,380,3,22367.210000000003,2,4,3,243,9,At Risk
CUST-02326,86,1,5854.25,4,2,2,422,8,Potential Loyalists
CUST-02327,468,1,1411.16,2,2,1,221,5,Lost Customers
CUST-02328,279,1,4237.92,3,2,1,321,6,Needs Attention
CUST-02330,152,2,9712.019999999999,3,3,2,332,8,Needs Attention
CUST-02331,439,3,19795.58,2,4,3,243,9,At Risk
CUST-02332,452,2,24890.75,2,3,3,233,8,At Risk
CUST-02333,736,1,6273.41,1,2,2,122,5,Lost Customers
CUST-02335,839,1,27708.18,1,2,3,123,6,Needs Attention
CUST-02337,27,5,55930.591250000005,5,4,4,544,13,Champions
CUST-02338,341,1,4065.43,3,2,1,321,6,Needs Attention
CUST-02339,339,5,59852.79125000001,3,4,4,344,11,Loyal Customers
CUST-02341,1,6,85308.98,5,5,5,555,15,Champions
CUST-02342,251,1,1395.92,3,2,1,321,6,Needs Attention
CUST-02343,81,5,76472.50125,4,4,5,445,13,Champions
CUST-02344,396,2,39724.15,2,3,3,233,8,At Risk
CUST-02346,588,1,9599.54,2,2,2,222,6,Lost Customers
CUST-02347,522,1,6063.77,2,2,2,222,6,Lost Customers
CUST-02349,22,22,166990.43,5,5,5,555,15,Champions
CUST-02351,15,3,51073.701250000006,5,4,4,544,13,Champions
CUST-02353,564,1,41346.911250000005,2,2,4,224,8,Needs Attention
CUST-02356,407,2,10785.27,2,3,2,232,7,Needs Attention
CUST-02357,127,1,6434.24,4,2,2,422,8,Potential Loyalists
CUST-02358,1,72,675518.9825,5,5,5,555,15,Champions
CUST-02360,650,1,2203.01,1,2,1,121,4,Lost Customers
CUST-02361,767,1,1528.07,1,2,1,121,4,Lost Customers
CUST-02363,10,1,4204.75,5,2,1,521,8,Potential Loyalists
CUST-02364,811,1,432.84,1,2,1,121,4,Lost Customers
CUST-02366,505,1,5545.24,2,2,2,222,6,Lost Customers
CUST-02368,114,3,67243.79,4,4,4,444,12,Champions
CUST-02369,945,1,41346.911250000005,1,2,4,124,7,Needs Attention
CUST-02370,68,8,55876.630000000005,4,5,4,454,13,Champions
CUST-02371,860,1,10142.67,1,2,2,122,5,Lost Customers
CUST-02372,487,1,2040.26,2,2,1,221,5,Lost Customers
CUST-02373,487,4,64823.740000000005,2,4,4,244,10,At Risk
CUST-02374,143,1,1713.96,3,2,1,321,6,Needs Attention
CUST-02377,408,1,943.29,2,2,1,221,5,Lost Customers
CUST-02379,25,3,17276.550000000003,5,4,3,543,12,Loyal Customers
CUST-02381,5,9,177537.55250000002,5,5,5,555,15,Champions
CUST-02382,435,1,1058.68,2,2,1,221,5,Lost Customers
CUST-02385,28,6,134467.88125,5,5,5,555,15,Champions
CUST-02387,34,28,327263.62375,5,5,5,555,15,Champions
CUST-02388,316,1,1655.63,3,2,1,321,6,Needs Attention
CUST-02389,10,9,147396.07375,5,5,5,555,15,Champions
CUST-02391,91,14,175861.13125,4,5,5,455,14,Champions
CUST-02392,197,6,22014.46,3,5,3,353,11,Loyal Customers
CUST-02393,391,2,24784.350000000002,2,3,3,233,8,At Risk
CUST-02394,21,5,15059.470000000001,5,4,2,542,11,Needs Attention
CUST-02395,80,1,38983.45,4,2,3,423,9,Potential Loyalists
CUST-02397,65,7,64830.42125000001,4,5,4,454,13,Champions
CUST-02398,199,1,5174.53,3,2,2,322,7,Needs Attention
CUST-02402,653,3,4919.139999999999,1,4,2,142,7,Needs Attention
CUST-02403,448,3,30575.699999999997,2,4,3,243,9,At Risk
CUST-02404,38,3,7216.83,5,4,2,542,11,Needs Attention
CUST-02406,430,1,1746.11,2,2,1,221,5,Lost Customers
CUST-02407,225,1,150.46,3,2,1,321,6,Needs Attention
CUST-02409,386,2,15959.330000000002,2,3,2,232,7,Needs Attention
CUST-02410,244,1,3863.85,3,2,1,321,6,Needs Attention
CUST-02411,19,5,29875.149999999998,5,4,3,543,12,Loyal Customers
CUST-02413,788,2,46443.67,1,3,4,134,8,At Risk
CUST-02415,312,1,2311.2,3,2,1,321,6,Needs Attention
CUST-02416,177,2,20468.96,3,3,3,333,9,Loyal Customers
CUST-02418,68,2,27694.510000000002,4,3,3,433,10,Loyal Customers
CUST-02419,47,1,6065.19,4,2,2,422,8,Potential Loyalists
CUST-02420,294,1,6493.71,3,2,2,322,7,Needs Attention
CUST-02422,564,2,44534.731250000004,2,3,4,234,9,At Risk
CUST-02423,70,7,82875.48,4,5,5,455,14,Champions
CUST-02424,410,5,109368.02,2,4,5,245,11,At Risk
CUST-02425,22,20,309638.01375,5,5,5,555,15,Champions
CUST-02426,2,16,196195.93125,5,5,5,555,15,Champions
CUST-02429,167,5,70232.05,3,4,4,344,11,Loyal Customers
CUST-02431,494,1,119.47,2,2,1,221,5,Lost Customers
CUST-02432,121,1,8820.55,4,2,2,422,8,Potential Loyalists
CUST-02434,321,3,63738.161250000005,3,4,4,344,11,Loyal Customers
CUST-02435,71,1,6371.67,4,2,2,422,8,Potential Loyalists
CUST-02436,51,4,22508.97,4,4,3,443,11,Loyal Customers
CUST-02439,49,7,76587.00125,4,5,5,455,14,Champions
CUST-02441,50,2,44477.950000000004,4,3,4,434,11,Loyal Customers
CUST-02442,734,2,4414.780000000001,1,3,1,131,5,Needs Attention
CUST-02443,299,12,82097.1,3,5,5,355,13,Loyal Customers
CUST-02444,37,13,172868.86250000002,5,5,5,555,15,Champions
CUST-02445,441,2,52345.409999999996,2,3,4,234,9,At Risk
CUST-02446,19,17,301851.69375000003,5,5,5,555,15,Champions
CUST-02447,99,1,21968.95,4,2,3,423,9,Potential Loyalists
CUST-02448,329,1,14071.09,3,2,2,322,7,Needs Attention
CUST-02449,145,10,156637.98125,3,5,5,355,13,Loyal Customers
CUST-02450,206,2,10115.470000000001,3,3,2,332,8,Needs Attention
CUST-02451,63,1,5448.68,4,2,2,422,8,Potential Loyalists
CUST-02452,10,12,142958.77125,5,5,5,555,15,Champions
CUST-02453,249,4,52565.67,3,4,4,344,11,Loyal Customers
CUST-02454,91,4,25064.48,4,4,3,443,11,Loyal Customers
CUST-02455,80,5,71383.54125000001,4,4,4,444,12,Champions
CUST-02456,447,1,37282.17,2,2,3,223,7,Needs Attention
CUST-02459,85,3,45741.24125000001,4,4,4,444,12,Champions
